species,age,weight,temperature,heartRate,respiratoryRate,skinRedness,itching,hairLoss,vomiting,diarrhea,appetiteLevel,waterIntakeLevel,activityLevel,symptomDurationDays,abnormalProbability,riskGrade,primaryRiskFactor
DOG,10,20.7,38.4,148,40,False,False,False,False,False,DECREASED,NORMAL,NORMAL,3,0.44,WATCH,"호흡 급증, 식욕 감소"
DOG,1,27.9,39.7,114,50,False,False,False,False,False,DECREASED,NORMAL,LOW,7,0.58,CAUTION,"미열, 호흡 급증"
CAT,14,4.5,38.4,177,34,True,False,False,False,False,NORMAL,NORMAL,NORMAL,7,0.09,NORMAL,이상 없음(정상)
DOG,12,17.0,38.3,121,26,False,False,False,False,False,NORMAL,NORMAL,NORMAL,0,0.0,NORMAL,이상 없음(정상)
DOG,8,17.9,38.8,183,48,False,False,True,False,False,NORMAL,DECREASED,NORMAL,0,0.61,CAUTION,"빈맥, 호흡 급증"
DOG,7,17.6,39.8,175,22,True,True,False,False,False,NONE,DECREASED,NORMAL,0,0.72,CAUTION,"미열, 빈맥"
DOG,2,8.3,38.8,167,33,False,True,False,False,True,DECREASED,NORMAL,LOW,5,0.6,CAUTION,"빈맥, 설사"
DOG,3,13.1,38.9,143,39,True,False,False,True,True,NORMAL,DECREASED,LOW,0,0.6,CAUTION,"소화기 이상(구토 및 설사), 피부 징후"
DOG,9,8.9,38.9,75,28,False,False,False,False,False,NORMAL,NORMAL,NORMAL,0,0.0,NORMAL,이상 없음(정상)
DOG,4,11.6,38.3,178,26,False,False,True,False,False,DECREASED,NORMAL,NORMAL,6,0.47,WATCH,"빈맥, 피부 징후"
DOG,2,11.1,38.8,87,26,True,False,False,False,False,NORMAL,NORMAL,NORMAL,7,0.13,NORMAL,이상 없음(정상)
CAT,5,6.1,38.7,148,29,True,False,False,False,False,DECREASED,NORMAL,NORMAL,5,0.13,NORMAL,이상 없음(정상)
DOG,13,23.5,38.4,63,20,False,False,False,False,False,DECREASED,DECREASED,NORMAL,5,0.02,NORMAL,이상 없음(정상)
CAT,11,2.8,40.7,275,59,True,False,False,False,True,NONE,DECREASED,LOW,4,1.0,DANGER,"고열, 빈맥"
DOG,11,26.5,38.5,141,47,False,False,False,False,True,DECREASED,NORMAL,LOW,6,0.52,CAUTION,"호흡 급증, 설사"
DOG,11,23.8,40.8,151,55,True,False,False,True,True,NONE,NORMAL,LOW,6,1.0,DANGER,"고열, 호흡 급증"
DOG,13,23.9,39.2,90,39,False,True,False,False,True,DECREASED,NORMAL,LOW,4,0.61,CAUTION,"설사, 피부 징후"
DOG,10,8.4,38.7,144,30,False,False,False,False,True,INCREASED,INCREASED,LOW,3,0.38,WATCH,"설사, 활동량 저하"
DOG,13,13.2,39.2,97,31,False,False,False,True,False,NORMAL,NORMAL,HIGH,5,0.17,NORMAL,이상 없음(정상)
DOG,6,17.8,38.1,136,21,False,False,False,False,False,INCREASED,DECREASED,NORMAL,6,0.04,NORMAL,이상 없음(정상)
DOG,6,29.4,38.8,87,35,False,False,False,False,False,NORMAL,NORMAL,NORMAL,0,0.0,NORMAL,이상 없음(정상)
CAT,8,4.8,38.8,113,28,True,False,False,False,False,NORMAL,NORMAL,NORMAL,7,0.05,NORMAL,이상 없음(정상)
CAT,15,3.8,39.2,130,24,False,False,False,False,False,NORMAL,DECREASED,NORMAL,0,0.07,NORMAL,이상 없음(정상)
CAT,15,7.0,39.3,216,34,False,False,False,False,True,DECREASED,NORMAL,LOW,1,0.48,WATCH,"설사, 식욕 감소"
CAT,4,3.1,38.0,138,18,False,True,False,False,False,NORMAL,NORMAL,NORMAL,0,0.13,NORMAL,이상 없음(정상)
DOG,10,20.8,38.3,106,32,True,False,False,False,False,INCREASED,NORMAL,NORMAL,4,0.17,NORMAL,이상 없음(정상)
DOG,1,28.1,39.1,171,43,False,False,False,True,False,DECREASED,DECREASED,NORMAL,3,0.67,CAUTION,"빈맥, 호흡 급증"
CAT,11,2.2,39.6,159,23,False,False,False,False,False,NORMAL,NORMAL,NORMAL,0,0.19,NORMAL,이상 없음(정상)
DOG,5,7.8,38.9,148,12,False,False,False,True,True,DECREASED,NORMAL,NORMAL,1,0.46,WATCH,"소화기 이상(구토 및 설사), 식욕 감소"
DOG,11,3.6,40.4,165,48,True,True,True,False,False,NONE,DECREASED,LOW,7,1.0,DANGER,"고열, 빈맥"
DOG,7,5.7,39.9,201,47,False,True,False,True,False,NONE,NORMAL,LOW,1,1.0,DANGER,"미열, 빈맥"
CAT,6,4.2,40.8,246,53,True,False,False,True,True,DECREASED,DECREASED,LOW,1,1.0,DANGER,"고열, 빈맥"
DOG,2,4.3,38.2,108,12,False,False,False,False,False,NORMAL,NORMAL,NORMAL,0,0.0,NORMAL,이상 없음(정상)
CAT,15,3.2,41.0,268,48,True,True,True,True,True,DECREASED,DECREASED,LOW,0,1.0,DANGER,"고열, 빈맥"
CAT,2,7.9,39.0,230,32,False,False,False,False,False,NORMAL,DECREASED,NORMAL,0,0.0,NORMAL,이상 없음(정상)
CAT,10,3.9,39.0,235,28,False,False,True,False,True,NORMAL,NORMAL,NORMAL,3,0.3,WATCH,"설사, 피부 징후"
DOG,14,17.2,39.1,101,46,False,False,False,False,False,DECREASED,NORMAL,LOW,4,0.44,WATCH,"호흡 급증, 식욕 감소"
DOG,13,29.2,38.7,95,23,False,False,False,False,False,DECREASED,NORMAL,NORMAL,2,0.06,NORMAL,이상 없음(정상)
CAT,11,4.3,40.5,240,62,True,True,False,True,False,DECREASED,DECREASED,NORMAL,1,1.0,DANGER,"고열, 빈맥"
DOG,8,4.5,40.3,183,54,False,False,False,False,True,NONE,DECREASED,LOW,3,1.0,DANGER,"고열, 빈맥"
CAT,4,4.0,38.9,200,45,False,False,False,False,True,DECREASED,NORMAL,NORMAL,5,0.46,WATCH,"호흡 급증, 설사"
DOG,12,19.2,38.6,82,27,False,False,False,False,False,NORMAL,NORMAL,NORMAL,0,0.0,NORMAL,이상 없음(정상)
DOG,15,10.2,38.5,100,10,False,False,False,False,False,NORMAL,NORMAL,NORMAL,0,0.1,NORMAL,이상 없음(정상)
DOG,8,23.9,38.7,99,20,False,True,False,False,False,NORMAL,NORMAL,NORMAL,0,0.14,NORMAL,이상 없음(정상)
CAT,14,7.5,37.9,211,28,False,False,False,False,False,NORMAL,INCREASED,NORMAL,0,0.0,NORMAL,이상 없음(정상)
DOG,12,5.6,39.7,147,35,True,False,False,False,True,DECREASED,NORMAL,LOW,2,0.6,CAUTION,"미열, 설사"
CAT,8,6.5,38.5,172,25,False,False,False,True,False,NORMAL,NORMAL,NORMAL,6,0.09,NORMAL,이상 없음(정상)
CAT,7,8.0,38.7,176,13,False,False,False,True,False,NORMAL,NORMAL,NORMAL,3,0.09,NORMAL,이상 없음(정상)
CAT,2,2.7,38.3,187,21,False,False,False,False,False,NORMAL,NORMAL,NORMAL,0,0.0,NORMAL,이상 없음(정상)
DOG,5,10.7,40.4,172,38,True,False,False,False,False,DECREASED,INCREASED,NORMAL,7,0.72,CAUTION,"고열, 빈맥"
DOG,13,27.5,40.2,162,22,False,False,False,True,False,NORMAL,DECREASED,NORMAL,6,0.74,CAUTION,"고열, 빈맥"
CAT,8,3.3,38.9,154,14,False,False,False,False,False,NORMAL,NORMAL,NORMAL,0,0.02,NORMAL,이상 없음(정상)
CAT,10,6.7,39.1,163,16,False,False,False,False,False,NORMAL,NORMAL,LOW,0,0.2,NORMAL,이상 없음(정상)
CAT,14,5.6,39.6,266,22,False,False,False,False,False,DECREASED,NORMAL,NORMAL,7,0.51,CAUTION,"미열, 빈맥"
CAT,1,6.4,39.1,195,21,False,False,False,False,True,DECREASED,NORMAL,LOW,2,0.34,WATCH,"설사, 식욕 감소"
DOG,5,6.5,39.9,166,55,True,True,False,True,True,NONE,DECREASED,LOW,4,1.0,DANGER,"미열, 빈맥"
DOG,9,20.4,37.9,125,23,False,False,False,True,False,DECREASED,NORMAL,NORMAL,3,0.27,NORMAL,이상 없음(정상)
CAT,15,2.6,39.8,250,31,False,False,False,False,True,NORMAL,NORMAL,LOW,2,0.74,CAUTION,"미열, 빈맥"
DOG,3,20.8,38.1,101,33,False,False,False,False,False,NORMAL,NORMAL,NORMAL,0,0.14,NORMAL,이상 없음(정상)
CAT,13,6.3,40.7,243,48,False,False,False,True,True,NONE,DECREASED,LOW,3,1.0,DANGER,"고열, 빈맥"
DOG,11,10.3,39.2,102,23,False,False,False,True,True,NORMAL,DECREASED,NORMAL,3,0.38,WATCH,소화기 이상(구토 및 설사)
DOG,10,5.8,37.8,94,23,False,False,False,False,False,DECREASED,NORMAL,NORMAL,0,0.12,NORMAL,이상 없음(정상)
CAT,5,2.3,39.8,152,38,True,False,True,False,True,NORMAL,NORMAL,HIGH,7,0.45,WATCH,"미열, 설사"
DOG,1,25.0,39.1,109,29,False,False,False,False,False,DECREASED,NORMAL,HIGH,1,0.1,NORMAL,이상 없음(정상)
DOG,14,29.3,38.9,120,17,False,False,False,False,False,NORMAL,INCREASED,NORMAL,0,0.11,NORMAL,이상 없음(정상)
DOG,8,13.2,38.8,111,22,False,False,False,False,False,NORMAL,NORMAL,NORMAL,0,0.0,NORMAL,이상 없음(정상)
CAT,5,6.7,39.9,234,30,False,True,False,False,True,NORMAL,DECREASED,LOW,1,0.57,CAUTION,"미열, 설사"
DOG,4,28.8,38.7,165,17,False,False,False,False,False,DECREASED,INCREASED,NORMAL,7,0.34,WATCH,"빈맥, 식욕 감소"
DOG,15,24.8,39.0,138,49,False,True,False,False,False,DECREASED,DECREASED,LOW,1,0.59,CAUTION,"호흡 급증, 피부 징후"
DOG,1,22.7,38.6,101,23,False,False,False,False,False,NORMAL,NORMAL,NORMAL,0,0.0,NORMAL,이상 없음(정상)
DOG,3,23.7,40.3,146,37,True,True,False,True,False,DECREASED,DECREASED,HIGH,7,0.9,DANGER,"고열, 구토"
DOG,2,21.2,39.7,100,20,False,False,False,False,False,DECREASED,NORMAL,NORMAL,7,0.31,WATCH,"미열, 식욕 감소"
CAT,13,7.9,39.6,224,12,False,True,False,False,False,NORMAL,NORMAL,HIGH,2,0.31,WATCH,"미열, 피부 징후"
CAT,4,5.0,40.6,214,53,True,False,False,False,True,DECREASED,DECREASED,NORMAL,1,0.93,DANGER,"고열, 호흡 급증"
DOG,13,22.0,40.0,139,36,False,False,False,False,False,DECREASED,NORMAL,LOW,2,0.66,CAUTION,"고열, 식욕 감소"
DOG,11,15.5,40.0,101,30,True,True,True,False,False,NORMAL,DECREASED,NORMAL,3,0.62,CAUTION,"고열, 피부 징후"
CAT,6,2.1,39.6,221,41,False,False,True,False,False,NORMAL,NORMAL,NORMAL,0,0.53,CAUTION,"미열, 호흡 급증"
CAT,8,2.3,39.6,202,26,True,False,False,False,False,DECREASED,DECREASED,NORMAL,0,0.48,WATCH,"미열, 피부 징후"
CAT,14,6.0,39.8,240,27,False,False,False,True,False,DECREASED,NORMAL,NORMAL,1,0.7,CAUTION,"미열, 빈맥"
DOG,7,6.2,39.0,107,20,False,False,False,False,False,NORMAL,NORMAL,NORMAL,0,0.0,NORMAL,이상 없음(정상)
CAT,7,6.7,39.4,170,21,False,False,False,True,False,NORMAL,DECREASED,NORMAL,4,0.11,NORMAL,이상 없음(정상)
DOG,6,27.8,38.9,176,28,False,False,False,True,False,NORMAL,NORMAL,HIGH,1,0.47,WATCH,"빈맥, 구토"
CAT,11,2.2,40.8,272,50,True,True,True,True,False,NONE,DECREASED,LOW,1,1.0,DANGER,"고열, 빈맥"
DOG,3,8.2,39.4,145,46,False,False,True,False,False,DECREASED,DECREASED,LOW,5,0.74,CAUTION,"미열, 호흡 급증"
DOG,6,4.0,39.3,138,41,False,True,False,False,False,NORMAL,NORMAL,LOW,5,0.67,CAUTION,"미열, 호흡 급증"
DOG,2,28.0,39.4,121,15,False,False,False,False,True,NONE,NORMAL,NORMAL,5,0.43,WATCH,"미열, 설사"
CAT,2,3.2,39.0,182,22,False,False,False,False,False,NORMAL,NORMAL,LOW,0,0.2,NORMAL,이상 없음(정상)
DOG,12,29.9,38.3,87,31,False,False,False,False,False,INCREASED,NORMAL,HIGH,0,0.0,NORMAL,이상 없음(정상)
CAT,7,7.6,38.4,221,23,True,False,False,False,False,NONE,INCREASED,NORMAL,3,0.49,WATCH,"피부 징후, 식욕 절폐"
DOG,15,4.8,39.0,156,29,False,False,False,True,True,DECREASED,NORMAL,NORMAL,0,0.52,CAUTION,"소화기 이상(구토 및 설사), 식욕 감소"
DOG,4,21.3,38.5,97,25,False,False,True,False,False,NORMAL,DECREASED,NORMAL,0,0.24,NORMAL,이상 없음(정상)
CAT,12,7.7,39.7,275,32,False,False,False,True,True,NORMAL,DECREASED,NORMAL,7,0.68,CAUTION,"미열, 빈맥"
DOG,2,5.1,40.7,154,48,True,False,False,True,False,NORMAL,DECREASED,LOW,2,1.0,DANGER,"고열, 호흡 급증"
CAT,7,2.9,39.9,231,32,False,False,False,True,False,DECREASED,NORMAL,LOW,4,0.65,CAUTION,"미열, 구토"
CAT,8,3.3,39.6,193,34,False,False,False,False,True,NORMAL,NORMAL,NORMAL,5,0.33,WATCH,"미열, 설사"
DOG,2,7.7,40.4,179,47,True,False,True,False,False,DECREASED,INCREASED,LOW,3,1.0,DANGER,"고열, 빈맥"
CAT,4,3.7,39.6,219,16,False,True,False,False,False,DECREASED,DECREASED,LOW,7,0.48,WATCH,"미열, 피부 징후"
CAT,1,7.8,40.0,212,22,True,True,False,False,False,DECREASED,NORMAL,LOW,6,0.56,CAUTION,"미열, 피부 징후"
DOG,13,28.8,38.1,105,28,False,False,False,False,False,NORMAL,INCREASED,LOW,0,0.0,NORMAL,이상 없음(정상)
DOG,7,23.2,39.0,111,17,False,False,False,False,False,NORMAL,DECREASED,NORMAL,0,0.0,NORMAL,이상 없음(정상)
DOG,6,9.0,38.4,106,24,False,False,True,True,False,NORMAL,NORMAL,LOW,7,0.43,WATCH,"구토, 피부 징후"
CAT,6,5.2,40.1,223,49,True,False,False,False,False,DECREASED,DECREASED,HIGH,0,0.71,CAUTION,"미열, 호흡 급증"
CAT,9,6.2,40.2,233,41,True,False,False,False,True,NONE,DECREASED,LOW,1,1.0,DANGER,"미열, 호흡 급증"
CAT,7,6.0,40.4,276,41,False,True,False,False,True,NONE,DECREASED,LOW,1,1.0,DANGER,"미열, 빈맥"
DOG,7,18.6,40.4,176,49,True,True,False,True,True,NONE,DECREASED,LOW,6,1.0,DANGER,"고열, 빈맥"
CAT,11,3.0,38.9,271,38,True,True,False,False,False,NONE,NORMAL,LOW,2,0.69,CAUTION,"빈맥, 피부 징후"
CAT,5,5.8,39.9,284,53,False,True,False,True,False,DECREASED,NORMAL,NORMAL,2,1.0,DANGER,"미열, 빈맥"
DOG,3,3.3,39.2,145,32,False,True,False,False,False,NORMAL,NORMAL,NORMAL,0,0.14,NORMAL,이상 없음(정상)
CAT,14,6.3,39.1,178,19,False,False,False,False,False,NORMAL,INCREASED,LOW,2,0.0,NORMAL,이상 없음(정상)
CAT,8,3.5,38.8,187,33,False,False,False,False,False,NORMAL,NORMAL,NORMAL,0,0.0,NORMAL,이상 없음(정상)
CAT,14,5.3,38.9,139,10,False,False,False,False,False,NORMAL,NORMAL,NORMAL,0,0.06,NORMAL,이상 없음(정상)
CAT,6,4.2,39.3,176,24,False,False,False,False,False,DECREASED,NORMAL,NORMAL,5,0.0,NORMAL,이상 없음(정상)
DOG,13,22.3,39.5,162,20,False,False,False,False,False,NORMAL,DECREASED,NORMAL,0,0.39,WATCH,"미열, 빈맥"
DOG,10,20.8,38.5,200,37,False,False,False,True,True,DECREASED,DECREASED,NORMAL,7,0.66,CAUTION,"빈맥, 소화기 이상(구토 및 설사)"
DOG,14,5.5,39.0,116,29,False,False,False,True,True,NORMAL,DECREASED,HIGH,7,0.4,WATCH,소화기 이상(구토 및 설사)
DOG,15,3.1,39.0,160,10,False,False,False,False,False,NORMAL,NORMAL,LOW,7,0.28,NORMAL,이상 없음(정상)
CAT,9,3.1,38.8,174,25,False,True,False,False,True,DECREASED,NORMAL,NORMAL,3,0.37,WATCH,"설사, 피부 징후"
CAT,3,5.5,39.4,230,23,False,False,False,False,False,NORMAL,NORMAL,NORMAL,0,0.04,NORMAL,이상 없음(정상)
DOG,12,18.7,39.3,89,28,False,True,False,True,False,NORMAL,DECREASED,NORMAL,4,0.44,WATCH,"미열, 구토"
DOG,14,7.0,37.9,119,20,False,False,False,False,False,NORMAL,NORMAL,NORMAL,0,0.01,NORMAL,이상 없음(정상)
CAT,8,2.4,39.0,178,26,False,False,False,False,False,NORMAL,NORMAL,NORMAL,0,0.0,NORMAL,이상 없음(정상)
CAT,11,5.1,38.7,193,29,False,False,False,True,True,INCREASED,NORMAL,NORMAL,5,0.28,NORMAL,이상 없음(정상)
DOG,12,14.5,40.7,130,37,True,False,True,True,True,DECREASED,DECREASED,LOW,4,0.94,DANGER,"고열, 소화기 이상(구토 및 설사)"
CAT,9,5.4,39.8,275,47,False,False,False,False,False,DECREASED,DECREASED,HIGH,1,0.66,CAUTION,"미열, 빈맥"
DOG,7,9.9,38.7,107,27,False,False,False,False,False,NORMAL,NORMAL,HIGH,1,0.02,NORMAL,이상 없음(정상)
DOG,11,20.0,39.5,144,30,False,False,False,False,True,DECREASED,NORMAL,NORMAL,5,0.42,WATCH,"미열, 설사"
CAT,12,4.4,40.7,242,45,True,True,False,False,True,DECREASED,DECREASED,LOW,7,1.0,DANGER,"고열, 빈맥"
CAT,3,7.0,39.1,203,18,False,True,False,False,False,NORMAL,NORMAL,NORMAL,0,0.11,NORMAL,이상 없음(정상)
CAT,8,3.8,38.8,254,44,False,False,False,False,False,INCREASED,NORMAL,HIGH,4,0.42,WATCH,"빈맥, 호흡 급증"
DOG,14,17.3,40.1,155,53,True,True,False,False,True,DECREASED,DECREASED,LOW,0,1.0,DANGER,"고열, 호흡 급증"
CAT,10,5.4,39.3,202,30,True,False,False,False,False,DECREASED,NORMAL,LOW,4,0.5,CAUTION,"피부 징후, 식욕 감소"
CAT,12,5.8,40.5,247,43,True,False,True,True,True,NONE,NORMAL,LOW,1,1.0,DANGER,"고열, 빈맥"
CAT,10,6.2,39.8,120,29,False,False,False,False,False,INCREASED,INCREASED,NORMAL,1,0.23,NORMAL,이상 없음(정상)
DOG,1,11.6,39.6,163,34,True,True,True,True,False,DECREASED,NORMAL,NORMAL,0,0.64,CAUTION,"미열, 빈맥"
DOG,5,8.9,38.5,85,27,False,False,False,False,False,NORMAL,NORMAL,NORMAL,0,0.05,NORMAL,이상 없음(정상)
CAT,15,2.8,38.4,167,32,False,False,False,False,False,NORMAL,NORMAL,NORMAL,0,0.02,NORMAL,이상 없음(정상)
CAT,6,4.8,40.2,244,54,True,True,True,True,True,DECREASED,DECREASED,LOW,6,1.0,DANGER,"미열, 빈맥"
DOG,14,14.2,38.0,85,17,True,False,False,False,False,NORMAL,INCREASED,HIGH,5,0.04,NORMAL,이상 없음(정상)
DOG,1,7.2,40.5,179,44,False,False,False,False,True,DECREASED,NORMAL,LOW,3,1.0,DANGER,"고열, 빈맥"
CAT,4,7.2,38.6,181,18,False,False,False,False,False,DECREASED,NORMAL,NORMAL,7,0.05,NORMAL,이상 없음(정상)
CAT,10,5.2,40.2,264,39,False,True,False,True,True,DECREASED,DECREASED,LOW,7,1.0,DANGER,"미열, 빈맥"
CAT,12,6.7,41.0,267,34,True,True,False,True,True,DECREASED,NORMAL,LOW,1,1.0,DANGER,"고열, 빈맥"
CAT,10,6.5,39.7,275,32,False,False,True,False,True,DECREASED,NORMAL,LOW,5,0.68,CAUTION,"미열, 빈맥"
CAT,14,4.2,39.5,274,50,True,False,False,False,True,NORMAL,NORMAL,LOW,6,0.72,CAUTION,"빈맥, 호흡 급증"
DOG,15,27.8,39.8,137,33,False,True,False,False,False,NONE,NORMAL,LOW,4,0.61,CAUTION,"미열, 피부 징후"
DOG,12,27.6,40.1,195,55,False,False,False,True,True,NONE,DECREASED,LOW,4,1.0,DANGER,"고열, 빈맥"
DOG,12,23.1,40.7,188,52,False,True,True,True,False,NONE,DECREASED,NORMAL,3,1.0,DANGER,"고열, 빈맥"
CAT,3,3.4,40.1,222,43,False,True,False,True,False,DECREASED,NORMAL,LOW,4,1.0,DANGER,"미열, 호흡 급증"
CAT,7,2.1,38.6,153,27,False,False,False,False,False,NORMAL,INCREASED,NORMAL,0,0.0,NORMAL,이상 없음(정상)
CAT,11,3.9,39.3,246,28,False,False,False,False,False,DECREASED,DECREASED,NORMAL,7,0.31,WATCH,"빈맥, 식욕 감소"
DOG,15,23.0,39.6,134,22,False,True,False,True,False,INCREASED,DECREASED,LOW,7,0.73,CAUTION,"미열, 구토"
DOG,12,5.6,39.7,127,38,False,False,False,True,True,DECREASED,NORMAL,LOW,3,0.73,CAUTION,"미열, 소화기 이상(구토 및 설사)"
CAT,3,2.8,39.5,201,41,True,False,False,False,False,DECREASED,DECREASED,LOW,7,0.67,CAUTION,"호흡 급증, 피부 징후"
DOG,9,28.6,39.8,174,37,True,False,False,True,False,DECREASED,DECREASED,LOW,2,0.93,DANGER,"미열, 빈맥"
DOG,5,23.6,39.2,161,46,False,True,False,False,False,DECREASED,NORMAL,LOW,4,0.72,CAUTION,"빈맥, 호흡 급증"
DOG,9,13.5,37.8,85,24,False,False,False,False,False,DECREASED,NORMAL,NORMAL,0,0.0,NORMAL,이상 없음(정상)
DOG,3,22.2,38.8,138,46,False,False,False,False,False,DECREASED,NORMAL,NORMAL,0,0.3,WATCH,"호흡 급증, 식욕 감소"
CAT,11,3.3,38.6,138,15,False,False,False,False,False,NORMAL,NORMAL,NORMAL,0,0.0,NORMAL,이상 없음(정상)
CAT,3,6.7,39.6,172,21,False,False,False,False,False,INCREASED,DECREASED,NORMAL,2,0.21,NORMAL,이상 없음(정상)
CAT,1,4.0,38.4,203,22,True,False,False,False,False,DECREASED,NORMAL,LOW,3,0.3,WATCH,"피부 징후, 식욕 감소"
CAT,1,5.1,39.1,193,28,True,False,False,False,True,NORMAL,DECREASED,LOW,6,0.42,WATCH,"설사, 피부 징후"
CAT,3,7.8,40.2,226,26,True,True,True,True,False,DECREASED,DECREASED,LOW,2,0.73,CAUTION,"미열, 구토"
DOG,7,4.3,40.9,136,37,False,False,False,False,True,NONE,DECREASED,LOW,6,0.83,DANGER,"고열, 설사"
CAT,1,2.9,38.0,177,10,False,False,False,False,False,NORMAL,NORMAL,LOW,7,0.09,NORMAL,이상 없음(정상)
DOG,11,25.8,38.8,89,24,False,False,False,False,False,NORMAL,NORMAL,LOW,3,0.11,NORMAL,이상 없음(정상)
CAT,14,7.0,40.0,210,41,False,False,False,False,False,NORMAL,INCREASED,NORMAL,0,0.56,CAUTION,"미열, 호흡 급증"
CAT,9,2.9,40.0,247,51,False,True,False,False,True,NONE,INCREASED,LOW,1,1.0,DANGER,"미열, 빈맥"
DOG,1,8.9,39.5,144,38,False,False,False,True,False,DECREASED,DECREASED,LOW,2,0.55,CAUTION,"미열, 구토"
CAT,9,6.3,41.1,299,55,False,True,True,False,True,NONE,NORMAL,LOW,2,1.0,DANGER,"고열, 빈맥"
CAT,1,2.8,38.5,161,25,False,False,False,False,False,NORMAL,NORMAL,NORMAL,0,0.0,NORMAL,이상 없음(정상)
DOG,10,3.1,40.0,187,35,True,False,True,True,True,NONE,NORMAL,NORMAL,0,1.0,DANGER,"고열, 빈맥"
CAT,12,7.6,39.3,230,21,False,False,False,False,True,DECREASED,NORMAL,LOW,2,0.38,WATCH,"설사, 식욕 감소"
CAT,7,4.9,39.0,170,15,False,True,False,False,False,NORMAL,NORMAL,NORMAL,0,0.07,NORMAL,이상 없음(정상)
DOG,2,27.9,38.6,104,16,False,False,False,False,False,NORMAL,NORMAL,NORMAL,0,0.0,NORMAL,이상 없음(정상)
CAT,6,2.2,40.3,253,36,True,False,True,False,False,NORMAL,DECREASED,NORMAL,3,0.68,CAUTION,"미열, 빈맥"
DOG,14,24.2,39.2,112,19,False,False,False,False,True,NORMAL,NORMAL,NORMAL,1,0.16,NORMAL,이상 없음(정상)
CAT,6,6.3,40.8,238,43,True,True,False,True,True,NONE,DECREASED,NORMAL,2,1.0,DANGER,"고열, 호흡 급증"
CAT,2,5.2,39.3,149,27,False,False,False,False,False,NORMAL,DECREASED,NORMAL,0,0.0,NORMAL,이상 없음(정상)
CAT,7,3.2,40.8,260,51,True,False,True,True,True,NONE,NORMAL,LOW,3,1.0,DANGER,"고열, 빈맥"
DOG,2,26.3,38.3,87,25,False,False,False,False,False,NORMAL,NORMAL,NORMAL,0,0.0,NORMAL,이상 없음(정상)
CAT,5,5.2,40.4,253,41,True,False,True,True,False,DECREASED,INCREASED,LOW,7,1.0,DANGER,"미열, 빈맥"
CAT,10,5.0,39.5,173,30,False,False,False,False,True,NORMAL,NORMAL,NORMAL,3,0.19,NORMAL,이상 없음(정상)
CAT,9,4.6,39.8,185,24,False,False,False,False,False,DECREASED,NORMAL,NORMAL,6,0.26,NORMAL,이상 없음(정상)
DOG,9,14.7,40.5,176,39,True,True,True,True,False,DECREASED,DECREASED,NORMAL,0,1.0,DANGER,"고열, 빈맥"
CAT,11,7.9,39.9,241,22,False,False,False,False,True,DECREASED,DECREASED,LOW,6,0.7,CAUTION,"미열, 빈맥"
DOG,10,11.4,37.9,79,30,False,False,False,False,False,NORMAL,NORMAL,NORMAL,0,0.03,NORMAL,이상 없음(정상)
CAT,4,7.6,39.7,211,21,True,False,True,False,False,DECREASED,NORMAL,NORMAL,3,0.36,WATCH,"미열, 피부 징후"
CAT,13,5.9,39.1,193,23,False,False,False,False,False,NORMAL,NORMAL,NORMAL,0,0.1,NORMAL,이상 없음(정상)
DOG,4,15.1,39.0,117,21,False,False,False,False,False,NORMAL,NORMAL,NORMAL,0,0.0,NORMAL,이상 없음(정상)
DOG,12,19.0,39.9,181,42,False,False,False,True,True,NONE,NORMAL,LOW,6,1.0,DANGER,"미열, 빈맥"
CAT,8,2.5,38.4,170,25,False,False,False,False,False,NORMAL,DECREASED,HIGH,2,0.0,NORMAL,이상 없음(정상)
DOG,15,21.1,39.2,186,42,False,False,False,False,True,NORMAL,NORMAL,LOW,2,0.65,CAUTION,"빈맥, 호흡 급증"
CAT,1,6.5,40.4,275,40,True,False,True,False,True,DECREASED,NORMAL,LOW,1,1.0,DANGER,"미열, 빈맥"
DOG,8,11.1,40.3,191,34,True,True,True,True,False,DECREASED,NORMAL,LOW,2,1.0,DANGER,"고열, 빈맥"
DOG,3,19.6,40.9,179,57,True,False,True,True,True,NONE,NORMAL,LOW,2,1.0,DANGER,"고열, 빈맥"
DOG,10,19.5,39.4,107,30,True,False,False,False,False,DECREASED,DECREASED,NORMAL,6,0.44,WATCH,"미열, 피부 징후"
CAT,12,7.3,39.8,230,43,True,False,True,True,False,NONE,NORMAL,NORMAL,1,1.0,DANGER,"미열, 호흡 급증"
DOG,10,23.8,39.1,165,36,True,True,False,False,True,NORMAL,NORMAL,LOW,2,0.65,CAUTION,"빈맥, 설사"
DOG,13,27.4,39.2,127,31,False,False,False,True,False,DECREASED,DECREASED,NORMAL,2,0.32,WATCH,"구토, 식욕 감소"
DOG,12,12.0,38.2,113,13,False,False,True,False,False,NORMAL,NORMAL,NORMAL,0,0.23,NORMAL,이상 없음(정상)
DOG,13,12.2,38.9,120,22,True,False,False,False,False,NORMAL,INCREASED,NORMAL,3,0.2,NORMAL,이상 없음(정상)
DOG,8,17.0,38.2,112,26,False,False,False,False,False,DECREASED,NORMAL,NORMAL,1,0.11,NORMAL,이상 없음(정상)
DOG,13,15.9,39.7,146,24,False,False,False,False,True,DECREASED,NORMAL,NORMAL,2,0.4,WATCH,"미열, 설사"
DOG,10,16.0,39.2,140,42,False,False,False,True,False,DECREASED,DECREASED,NORMAL,0,0.55,CAUTION,"호흡 급증, 구토"
